,Filenames,ox,oy,oz,ux,uy,uz,vx,vy,vz
1,sub\20200331_182935.jpg,313.1376014321952,206.26580661309032,237.43060941030168,-202.6528936696878,-13.695298272805928,-11.659369727095566,18.89176998319465,-45.965313638778014,-115.41632929974237
0,sub\20200331_182745.jpg,317.8149264263659,366.0996850609647,234.4147181436417,-197.42754995139762,6.489986701424925,-37.54929884571462,32.721474375900755,57.212571834906555,-137.52080584308425
