,Filenames,ox,oy,oz,ux,uy,uz,vx,vy,vz
1,sub\vue-development.png,391.23753297094265,84.39198411446563,282.22294033226115,-327.68875162778556,49.066849439550936,18.23727294501117,-35.01297392798614,108.47505156425933,-264.22212158409235
0,sub\61np1wbr9pL.png,405.03442566791864,214.79001706953315,281.56326903008903,-358.3862289547354,46.67458136584608,37.96020640647856,-9.361410213851855,105.08270600163584,-266.8065824031231
