,Filenames,ox,oy,oz,ux,uy,uz,vx,vy,vz
1,sub\20200331_182935.jpg,313.1455078125,206.07763671875,237.5069122314453,-202.6855010986328,-12.919249534606934,-11.9740571975708,18.89480972290039,-46.03765869140625,-115.38699340820312
0,sub\20200331_182901.jpg,357.9988771620715,292.3321946594443,222.0700974431373,-255.73704408519905,11.411435361998144,-53.23273872877715,60.06020331572461,42.534741052252,-99.00202279242397
